workload,utilisation_pct_of_flat_capacity,pc_version,pc_build,client_pin,mode,callee,ordering,key_dist,records,partitions,max_poll_records,buffer,delay_ms,concurrency,repeat,msg_per_sec,peak_in_flight,inflight_p50,load_1m,residence_p50_ms,residence_p99_ms,residence_p999_ms,residence_max_ms,drain_p50_ms,drain_p99_ms,drain_p999_ms,drain_max_ms,e2e_p50_ms,e2e_p99_ms,e2e_p999_ms,e2e_max_ms,arrival_requested,arrival_achieved,feed_lag_p99_ms,backlog_p99,backlog_max,injected_failures
tail,,LOCAL,2266159329,NATIVE,mutiny,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,17.21,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,mutiny,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,13.83,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,mutiny,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,10.36,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,mutiny,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,12.02,,,,,,,,,,,,,,,,,,
flat,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,9.58,,,,,,,,,,,,,,,,,,
flat,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,9.60,,,,,,,,,,,,,,,,,,
flat,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,7.24,,,,,,,,,,,,,,,,,,
flat,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,8.39,,,,,,,,,,,,,,,,,,
flat,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,10.60,,,,,,,,,,,,,,,,,,
flat,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,7.83,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,10.60,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,8.33,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,5.83,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,6.21,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,1,RUN_TIMEOUT_60s,,,8.48,,,,,,,,,,,,,,,,,,
tail,,LOCAL,2266159329,NATIVE,proxy,timer,UNORDERED,zipf,5250,24,500,20000,10,24,2,RUN_TIMEOUT_60s,,,7.91,,,,,,,,,,,,,,,,,,
